Generation	Canonical Code
G3	37345ae50bd64081
G3	37385932cdaf56e3
G3	374279ee29f87c55
G3	378fc3ce8d81a63f
G3	3832ea07c41d471e
G3	385998efb7ff3f80
G3	38cbabb71b3d1cda
G3	3910121c93049a97
G3	391a661587bdcdf7
G3	39276b48cdcf9507
G3	39397da58e2403ae
G3	396e6150f129e11a
G3	399b9115f4b301c8
G3	39a0f98cd799612c
G3	39b631c30af233b3
G3	39e14016a5146cf9
G3	39ee60613b9253ff
G3	3a11b76ffbb77d1b
G3	3a19763ce620167b
G3	3a589d5a47224794
G3	3a5ea30a7d9d9560
G3	3aaf2de7052d7c67
G3	3ac63e51546f9f28
G3	3adcffad74af841d
G3	3adde6b5e56ef7e0
G3	3b6b77fce7c26485
G3	3b6e528c33a09785
G3	3b6f0c3521520a8c
G3	3b865ab722303a4e
G3	3b90d0a1832515d7
G3	3ba0592ebea9fa18
G3	3be6371300d3c376
G3	3c0dbe63ddfe4c15
G3	3c3ab42108605864
G3	3cb12523eb1b3fe3
G3	3d49625499629101
G3	3d8cfc1a3ece6304
G3	3dbd293fee506dfe
G3	3dd4693d9bcb5f54
G3	3e186788e3a99663
G3	3e1c848bb6383552
G3	3e1f74fd3fbb266c
G3	3e87e6e72e20027b
G3	3ea17ce12ab4e234
G3	3ef0700023ac1e17
G3	3f0c766f38da97dc
G3	3f27c845cb7766a7
G3	3f33202ff550cc02
G3	3f44e294de65e09c
G3	3f59649509b9e937
G3	3f6e4a89910303b3
G3	3f6f1f79010aa957
G3	3f8b3e2666fcdccf
G3	3f95657b8e60cb68
G3	3f970245a0a8b5f7
G3	3fd1bcad8612cd3
G3	3fd7ce66ff3e023f
G3	3fd967eb18dbac12
G3	3fe25b64baa40fcb
G3	3fefbf96ad3b3340
G3	3ff8e4d821a5030
G3	401c949aa8228245
G3	403d2d9b39d34785
G3	40b1339a0fd73f07
G3	40e5284f1aec9dab
G3	410fd4ba4bed97f3
G3	4128138a4c3c015c
G3	413d4bdb4620a914
G3	4182dc56d51a7122
G3	418b3f5570c0b802
G3	41973cdeebafbda9
G3	4240fe082fcbe300
G3	42e12cbd2537accd
G3	42e6838c00797b8b
G3	4377a1640d75129f
G3	4380ce4bbc01bd8c
G3	43a90a866b90a2f3
G3	441958e5465c1cc1
G3	4419defe885cf6ca
G3	4423a0c9a0a65144
G3	4426bad062432a0f
G3	4437f52a5c3febde
G3	44ade55eb7af861c
G3	44c7d7f5c215b4f6
G3	44df790eb3f60f9b
G3	4511f0d83bf9c840
G3	451a73ce35c2d243
G3	451f902d79514d78
G3	4526d905cc55adb5
G3	454c208390930e45
G3	45a23d53ece5f489
G3	45a45af945947b45
G3	45b22091d20a6c0d
G3	46104cc456cdedc1
G3	464418a956b99d0
G3	464b0b1e9f1fde5b
G3	4679bc551184b7bf
G3	46856ca8a6cdb75c
G3	46f5a1f69a4b9a84
G3	475aa40128c47bb0
G3	47617c97f5ae5297
G3	479877dabb7f0abd
G3	47c308912976b964
G3	47ead3020c32048a
G3	480e36f9f826af20
G3	482a2a08de043af7
G3	4872be429414b368
G3	487522851bfcddae
G3	48808a7cbc85c350
G3	488c5147c65ed0ac
G3	48a8ce8ff57ae466
G3	4924360df5ee20d2
G3	493011f946f4825e
G3	493ab125acf00b79
G3	4972bc52211d27df
G3	49770b2457a05766
G3	49780bb1b7a6f7d6
G3	498108a7f4f89bb2
G3	49cb1ad9a1b161f5
G3	49e309d6ec077f95
G3	4a116bd891a2edd7
G3	4a468b9ba3ee1142
G3	4a6ed319a7e8b1dd
G3	4b1266e930f216c0
G3	4b720a3e1f57536a
G3	4b849f55e9e6b780
G3	4baa352e7717aaa1
G3	4bab161da2fd8719
G3	4bd7df6e37d3dddd
G3	4bf5e9cb2366cb89
G3	4bf9456db29042
G3	4c1d8710ae8b60a2
G3	4c50f23a39f2a5bc
G3	4c64e49e6b6f1843
G3	4c6b14f253acabc6
G3	4c8ba4f3c965b4e1
G3	4ca4f1d2d09d0f9f
G3	4cbaa7d2ccc717db
G3	4cfa3ee9015658eb
G3	4d308ae5f891b753
G3	4d3d811ef1d64ef0
G3	4d461093f9bef1ae
G3	4d542203e1937295
G3	4d55f0f200a4f035
G3	4d7e10b06160468d
G3	4dd4ec12686ca6aa
G3	4df17d8206bdfc4c
G3	4e2ed69b9e02b980
G3	4e2f2f907822e40d
G3	4e51361d5b33ad69
G3	4e65aaa78812d0e2
G3	4e7de0c2339db770
G3	4e82c04dbef672d3
G3	4ec56b55f0511962
G3	4ec5cbf8092b88ab
G3	4f0cfc0b4671c784
G3	4f2887a0d0fbdb59
G3	4f2c61453dd3cf87
G3	4f442b6a811d3a34
G3	4f5d26f8c4d669f6
G3	4f7c0ee30b3150a3
G3	4fb56817816041e8
G3	4fc423f63c896a90
G3	4ffe50836d26b833
G3	503c029655030119
G3	507111fe9b655624
G3	508dc695048fb6a8
G3	50ce8ea64df260a8
G3	50dca7d00b801bb4
G3	50e93c0bf0b61782
G3	50ec5840f9c67470
G3	511a2794089a17cc
G3	511cfc9cd400ff6a
G3	512f7b15eaa3f961
G3	518fcc2cfac077eb
G3	519d11f7d5018ae9
G3	51a3ad5be291ddde
G3	51b945a57f629501
G3	51c7d6b82f994b79
G3	51d70e64c97a2247
G3	51d9d847e4c7c3f2
G3	51dc64790282135e
G3	5209d20eff68bab6
G3	521b2c4df642d104
G3	523af1ea49afa550
G3	52555f86bd951a7
G3	5291baf3718b1d25
G3	5292d0f796a839b8
G3	52c909dd10b6c359
G3	52ee1a392e3c2bff
G3	53005cd27f2a09fd
G3	531889d07f670d1e
G3	5326998885963ec1
G3	533143b9c44b34bf
G3	536098eea160ffae
G3	53715c15d303238a
G3	5387ece03efe177b
G3	53c7a23013152250
G3	53e2e1dd838c5d3f
G3	53e3998a3a416b24
G3	53ed097fab6dc29
G3	53ef6fbeea54298f
G3	5414a5d638c01d33
G3	5439cb2784b204de
G3	5457b7b83a8ebced
G3	54759bc9b3388b6c
G3	54857529e844edcf
G3	54859406ecf3b27d
G3	54e877a5ea8ff406
G3	5537ba7530791408
G3	55929684a2056935
G3	5599848127b8c7a5
G3	55b7ad301bbed247
G3	55c89a73985d9ba5
G3	561b5a88ed8fb34d
G3	561e799c9a1e4bac
G3	561ff6d14f2a1900
G3	56dc49c6e83db0d6
G3	5715b22a0bcdb31e
G3	57291044455a4e9a
G3	574fab9108e595dc
G3	576a2f4078c89340
G3	578171a67effa883
G3	57994613b7c08456
G3	57a914e55d8a749f
G3	57f9566af5b17dab
G3	5821c0b6fb4f0a97
G3	5825ea3e478667d5
G3	583e4bf0e2b6c372
G3	5844b287af0f0501
G3	584fd7d5478e5607
G3	5870d0c174be210c
G3	5880e79e2deee0a0
G3	58afe1fd6bc92b
G3	58eaa27d0ad5e697
G3	59155dc34f228b37
G3	5923004858dd9b27
G3	5929807ec886b7f6
G3	59366ca194bcea
G3	5974d632abc90d73
G3	5985037072abbd46
G3	59943b80861eef5a
G3	599c8bf3c9f8405b
G3	59feba77277eaa66
G3	5a22c1f4400f0c4d
G3	5a65365d88b00041
G3	5a67d1c242f7d5d2
G3	5a70aaecb875a256
G3	5a8a51baf143166
G3	5aaf3d26f8144529
G3	5ad200449ae7f52d
G3	5b1ce564a96e664b
G3	5b6a5d90e62de7ad
G3	5b6d5c9cc14a83c1
G3	5b81fbd8864d1b6d
G3	5b867785c317bd54
G3	5bbb2d2360a06efe
G3	5c22cde1021a21c2
G3	5c86c9e08a7c79dd
G3	5c9531d36ca58494
G3	5c971b61d8785ec0
G3	5cc30f9522751a73
G3	5d04bbfe74a0292b
G3	5d0c8500d95be7a3
G3	5d1a4c63cb96c1b3
G3	5d7bb54389a78377
G3	5d7e9c42da2c539d
G3	5d9a562c3fba1041
G3	5d9b7a12268e6245
G3	5db3ac7650efa3a5
G3	5e6e439d01099581
G3	5f097be33fcac3f5
G3	5f125055ea3b8fed
G3	5f3eedb623a3ff8
G3	5f92b3b3d367bb9c
G3	5f963fff2b03c6dc
G3	5fa30ab07ffce9e2
G3	5fa73527f231ae23
G3	5ff46bbe4bb6f20b
G3	600fcbc9fd812cfa
G3	604eecf0b9244de0
G3	608f563e012deca0
G3	60c50866d01e1929
G3	60ea3caa8ab5daeb
G3	60edba7eb89d90e9
G3	617a6a6988ecb548
G3	61ba5c4e194ebb7f
G3	61e12bc83a919c36
G3	621ee2d86b3c3d6d
G3	624d58b717a672e8
G3	626c8c3c13c8893
G3	62a734450b2010f7
G3	62bcd82585649e48
G3	62c1dabb196a1271
G3	62cb7561a143b882
G3	62dabcdec678ca1a
G3	62ef4f104974815f
G3	62f1368ca1642f96
G3	62f80bb79dfcc844
G3	631cbdd66889276
G3	63943af3cafbc9f8
G3	63b95ae57a32d2ae
G3	63df8446fe482c6e
G3	6401cc26de1e1200
G3	64022c44429d0a72
G3	6459cf13506ee35a
G3	6487c84b436aa7da
G3	64ef42ec0305597f
G3	6507e157d275f7ec
G3	65b1d55949ff0659
G3	65c4549b80466ac6
G3	65d9db18a5978449
G3	65dd8d76bf19cab2
G3	663de3743e7076e0
G3	6664d6afe5949688
G3	6674f30f0ec9d23d
G3	66fb96549a29c0d3
G3	6705e8c11a9a39
G3	6719794cd41eb123
G3	6725bd2cd481351d
G3	6789f0d2228522a3
G3	678bec8abb94c861
G3	683827abb0f349bc
G3	683e1eb2cf6de6ad
G3	68465a4e56278701
G3	6861307925c28916
G3	687afac5a841236d
G3	6893a32096b07c6e
G3	6903d53ca65a083b
G3	69199d4a8d064ea0
G3	69281c9c7aad6fcb
G3	692c05012893039b
G3	692f0760bd47881f
G3	6967a027b35297
G3	697bae3345858987
G3	6989b809b18baf3b
G3	69e1dc6814877640
G3	6a0224a682eea8c3
G3	6a144a003f3b6c5d
G3	6a267ff37403543e
G3	6a319f83e9006a28
G3	6a772296bbba5f8d
G3	6a9b2da54eb3b385
G3	6aa94694c773cd0f
G3	6abb1fc5712578a3
G3	6abdd9cb316a7a25
G3	6ac7f9beecfe8e87
G3	6b13d0e51287b0ed
G3	6b1add456bd586d1
G3	6b2712dd85b95743
G3	6b3cfa549a7872fb
G3	6b41b4a265599ac9
G3	6b620ebc59233c73
G3	6b6dd9fee108e9f4
G3	6b6f3daa9406ca87
G3	6bb03cc9b70b6d18
G3	6bbe8547397a6a53
G3	6be0caba3d10f6d6
G3	6c00a1f8b3c70d03
G3	6c143da221597df4
G3	6c30499bcffa37a
G3	6c36925300e8cf63
G3	6c399a56ad787281
G3	6c453e1d7ca6658
G3	6c4bb703665286c9
G3	6c60b1a243c6b131
G3	6c73cb3b480acd47
G3	6c7e894af41b5023
G3	6c8824792d4e6920
G3	6cb53fe4d9962ccb
G3	6cc3f344f203e23c
G3	6cc6e68f8c37f4cb
G3	6ce56fbc543b72e4
G3	6d2b5268f5214c1e
G3	6d788f62750f210
G3	6d8340be4f75a307
G3	6d88d16ed6250aad
G3	6d8d4d6d92e4d79d
G3	6e559f2962fdfee0
G3	6e88e983a11d18f7
G3	6ea4ebe03f986a06
G3	6ef484ebf1121d1a
G3	6f1aef7e3ab283ed
G3	6f6836cec038669f
G3	6fb9f1754ccf188a
G3	6fef010e2ac80cd
G3	700308259cb0ced2
G3	700f255ee1fbd1a2
G3	703ac6203ee5815c
G3	70912a72fc5f412b
G3	70a98d7a6dfdad21
G3	70c31dee0e31e024
G3	70c856f6400dc603
G3	70de19f0420c5936
G3	7104a79eab139a34
G3	7112821c6d2690f7
G3	71535193e29899bf
G3	7164de491fc1bd1a
G3	716bc3f81a0f7d5b
G3	71976bcc8a3f080c
G3	719e71dc6497d16a
G3	71e94ce994d3ef13
G3	71f3f9ab6ec8e228
G3	720f6e2b701a6a13
G3	7226f8faa36cdbd7
G3	722a764a61d0ff9f
G3	7245effc1c34817f
G3	7248366dd84a1788
G3	724cd76c7a1fd4fc
G3	724fb6db580497a8
G3	725efcf9a634eb56
G3	72729127f4dac957
G3	72b783637dba55ed
G3	72b882423d79432f
G3	72bdc9361c9a5b5a
G3	72de66aad4a9d51c
G3	72f8f383f4988ead
G3	7328ae212123829e
G3	7361517b02e09a0a
G3	736d196fe994dea7
G3	73aaec79239e1e77
G3	7429c97234685564
G3	7463186156e8b28d
G3	74aba460d52c3ca0
G3	74beb97ec8151702
G3	74c206be95992ab4
G3	74dfb45b3b222584
G3	74ee8dd8601ad31d
G3	75213d7520aa24a9
G3	754645d4866da0b1
G3	75589e5de5e6c865
G3	75607ab4e6455678
G3	7572b8b9860e8583
G3	75961f760aa79856
G3	75a94b96175e9295
G3	75bad82c41afd015
G3	75c1ab9031b01748
G3	75d3255c06e648fb
G3	75d5a57b621d9412
G3	75e2d922ef4cc876
G3	75ff07951c0fe269
G3	76159779aab1d12a
G3	762298db00d21704
G3	7692246e06472aa9
G3	7697ba9d8401780a
G3	76ae105688a62332
G3	76e1b9cc0684c05f
G3	775503849c8543ed
G3	777d0342867c7b4e
G3	779dcccaef6f333a
G3	77c07d224eb408f6
G3	77d76d7250dbb74e
G3	784249bae48a8afd
G3	78772eec3b12e754
G3	787e7c9ece0d4e65
G3	7890f3ac3387b066
G3	7893cb50e471ef46
G3	78defbc48e626644
G3	78efddd3ba2d6486
G3	79205dc735d1f89
G3	797c43e625971fcb
G3	797eb46368e908e8
G3	7985639b888e1a47
G3	7985c4c7aaa9a10c
G3	7996bac4feaaf65b
G3	7997a108b30700e9
G3	79ba76ec9f860981
G3	7a1a757601517d31
G3	7a1c70f5b338a28c
G3	7a1f04417d3712c1
G3	7a51f2efc4d663b9
G3	7a5e9681dc1caaab
G3	7a6232f2006a3abb
G3	7a707b1c82a4d265
G3	7a800f0452bc566d
G3	7a85ec6114a89bd4
G3	7ad749a342b1ae41
G3	7afb63f29089d4b8
G3	7b0ff7b83bf98754
G3	7b1b2a6d2bb24335
G3	7b346199c7f4ddb
G3	7b61bfa376322222
G3	7c4105ab7e3b55cc
G3	7c53eb67418cefc9
G3	7c6aa87ce24efcc9
G3	7cc28e1ff8f464d6
G3	7cd4befed713cd30
G3	7cf2061b81d78351
G3	7d62f4ffe1f3e368
G3	7d87c87c24fc049c
G3	7d96cec9c3e81bf6
G3	7dc53e5144b54132
G3	7dcc1858ccb56701
G3	7e0513a168b4920
G3	7e4ab96056f30042
G3	7e52b8a595daa2f7
G3	7e56f7eb9fdb5c8a
G3	7ea16baaeff1f6a
G3	7eb65b4d173fb2d6
G3	7ec75fe76df6412
G3	7ede62b32b6a77bd
G3	7ef6b84c5d8fb271
G3	7f1942ddc933c9e6
G3	7f30a0d2122e53b4
G3	7fc1105169bcc5f5
G3	7fcae79490620c02
G3	7fdd922b149f9b7c
G3	7fde203f263a2d01
G3	7ff071d30b12c2d3
G3	80654d81a6128616
G3	80da93f6f8a2d22a
G3	80e7fb2ec4b43520
G3	80ebd265fafcb0c7
G3	8107da54715d34db
G3	8184f2c320a86518
G3	819a4e7078df44ce
G3	81b9fbaf406ce17
G3	81bc8f41f7404ef5
