Generation	Smiles	Inchi	Molecular Weight	Molecular Formula	No. Carbons	No. Hydrogens	No. Oxygens	cLogP	cLogS	H-Acceptors	H-Donors	Polar Surface Area	Druglikeness
G4	C(C(C(CC(O)=O)O)C(C)O)=O	YTCZJXDURLPWNQ	176.068473484	C7H12O5	7	12	5	-1.4458	-0.609	5	3	94.83	-2.1314
G4	C(C(C=O)C(CC(C)O)O)(O)=O	IHSFWOVWMRACIR	176.068473484	C7H12O5	7	12	5	-1.4458	-0.609	5	3	94.83	-5.0935
G4	C(C(C(C)O)C(C(O)=O)(C)O)=O	MGQBJYDCWJLMCR	176.068473484	C7H12O5	7	12	5	-1.5196	-0.448	5	3	94.83	-1.6703
G4	C(C(CC(CC(C)O)O)=O)(O)=O	CLJFVEVVBOUFBJ	176.068473484	C7H12O5	7	12	5	-1.1237	-0.663	5	3	94.83	-11.846
G4	C(C(CO)C(C(C=O)CO)O)=O	IYYLKFUCXKZORG	176.068473484	C7H12O5	7	12	5	-2.3762	-0.117	5	3	94.83	-3.2142
G4	C(C(CO)C(CC(CO)=O)O)=O	XHDKYHQSMXPUQR	176.068473484	C7H12O5	7	12	5	-2.0541	-0.171	5	3	94.83	-3.7228
G4	C(C(CO)C(C(C(C)=O)O)O)=O	WWPRLPATMGJTHC	176.068473484	C7H12O5	7	12	5	-2.1492	-0.279	5	3	94.83	-1.8128
G4	C(C(CO)C(CCO)O)=O	LPRRSVCCPPMUTK	148.073558864	C6H12O4	6	12	4	-1.4555	-0.249	4	3	77.76	-4.2768
G4	C(C(CO)C(C(C(C)O)O)O)=O	LECRXFXEJNJBEL	178.084123548	C7H14O5	7	14	5	-2.118	-0.228	5	4	97.99	-3.5355
G4	C(C(CO)C(CC(CO)O)O)=O	UFOQDDSTRWKLAH	178.084123548	C7H14O5	7	14	5	-2.0229	-0.12	5	4	97.99	-6.8308
G4	C(C(C(CO)O)C(CCO)O)=O	XXMLKQMUFSNKAH	178.084123548	C7H14O5	7	14	5	-2.0229	-0.12	5	4	97.99	-4.2677
G4	C(C(CO)C(C(CO)=O)O)=O	LSXQZYBPAFVQAM	162.05282342	C6H10O5	6	10	5	-2.5085	0.099	5	3	94.83	-1.1515
G4	C(C(CO)C(C=O)(CO)O)=O	SAWCGBGWLXQUGF	162.05282342	C6H10O5	6	10	5	-2.6683	0.204	5	3	94.83	-2.7778
G4	C(C(C(C(CCO)O)O)=O)=O	OUJNZICMUOLQGP	162.05282342	C6H10O5	6	10	5	-2.3675	-0.119	5	3	94.83	-3.4132
G4	C(C(CO)C(C(C)=O)(CO)O)=O	HMSJNCBPHLDAPE	176.068473484	C7H12O5	7	12	5	-2.1279	-0.01	5	3	94.83	-1.2188
G4	C(C(CO)C(C(CO)=O)(C)O)=O	RGRJSOMDDMYCST	176.068473484	C7H12O5	7	12	5	-2.1279	-0.01	5	3	94.83	0.13595
G4	C(C(C)=O)(C(C(CCO)O)O)=O	VTDGXLWGZXJZFR	176.068473484	C7H12O5	7	12	5	-1.8271	-0.333	5	3	94.83	-5.011
G4	C(C(CO)=O)(CC(CCO)O)=O	LLAKZMWYTCOBSF	176.068473484	C7H12O5	7	12	5	-1.732	-0.225	5	3	94.83	-5.2695
G4	C(C(CO)C(C=O)(C(C)O)O)=O	KMVFEJOXINVCPR	176.068473484	C7H12O5	7	12	5	-2.309	-0.174	5	3	94.83	-2.8672
G4	C(C(CO)C(C(C(C)O)=O)O)=O	LPYCYPURWRGOQS	176.068473484	C7H12O5	7	12	5	-2.1492	-0.279	5	3	94.83	-3.2061
G4	C(C(CO)C(C)(CO)O)=O	ASGSKBSLHTVURJ	148.073558864	C6H12O4	6	12	4	-1.5293	-0.088	4	3	77.76	-5.216
G4	C(CO)(CC(CCO)O)=O	SRUUYRSKNDFVMS	148.073558864	C6H12O4	6	12	4	-1.1334	-0.303	4	3	77.76	-3.4554
G4	C(C)(C(C(CCO)O)O)=O	SOHTZWVCHSEHHZ	148.073558864	C6H12O4	6	12	4	-1.2285	-0.411	4	3	77.76	-0.76503
G4	C(C(CO)C(CO)(CCO)O)=O	BJORAOSPLKEKMV	178.084123548	C7H14O5	7	14	5	-2.0016	0.149	5	4	97.99	-7.1335
G4	C(C(C(CCO)O)O)(CCO)=O	VFSOSYUWZBDZMY	178.084123548	C7H14O5	7	14	5	-1.7008	-0.174	5	4	97.99	-1.0637
G4	C(CO)(C(CO)C(CCO)O)=O	KOYHBGZEKAXMBG	178.084123548	C7H14O5	7	14	5	-1.8418	0.044	5	4	97.99	-0.47074
G4	C(C(CO)C(C(CCO)O)O)=O	HPQAYCDCYZJYTC	178.084123548	C7H14O5	7	14	5	-2.0229	-0.12	5	4	97.99	-4.3844
G4	C(C(CO)C(C)(C(CO)O)O)=O	ASKHMTIFAYBHKY	178.084123548	C7H14O5	7	14	5	-2.0967	0.041	5	4	97.99	-0.77395
G4	C(C(CO)O)(CC(CCO)O)=O	QYFMYJGUYDCGMZ	178.084123548	C7H14O5	7	14	5	-1.7008	-0.174	5	4	97.99	-0.33946
G4	C(C(CO)C(C(O)=O)O)=O	PKKBRFJDUGQOAO	148.037173356	C5H8O5	5	8	5	-2.2595	0.039	5	3	94.83	-2.0621
G4	C(C(CO)C(CC(O)=O)O)=O	LTMWOWKRNHRFBI	162.05282342	C6H10O5	6	10	5	-1.8051	-0.231	5	3	94.83	-1.3711
G4	C(C(C=O)C(CCO)O)(O)=O	VAOSYMFYNXRHKS	162.05282342	C6H10O5	6	10	5	-1.8051	-0.231	5	3	94.83	-3.8173
G4	C(C(CO)C(C(O)=O)(C)O)=O	BFZNNUQWZSQLIJ	162.05282342	C6H10O5	6	10	5	-1.8789	-0.07	5	3	94.83	-0.59762
G4	C(C(CC(CCO)O)=O)(O)=O	GTELMBZFQBCNMT	162.05282342	C6H10O5	6	10	5	-1.483	-0.285	5	3	94.83	-10.536
G4	C(C(CO)C1(COCC1O)O)=O	UJLYEEDNZNAPDJ	176.068473484	C7H12O5	7	12	5	-2.2532	0.067	5	3	86.99	-5.7472
