Generation	Smiles	Inchi	Energy Change	Reaction IDs
G2	C(C(C(CC(CO)O)N)=O)=O	AKPTYEPQBXADSU	[]	[]
G2	C(C(CO)O)(CC(CN)=O)=O	NYUCQZKJTPTIPO	[-61.349999999999994]	[['136_0', '20_0']]
G2	C(C(CC(C(CO)=O)N)O)=O	KKYLFHXPUXAHIL	[]	[]
G2	C(CCO)(C(C(CN)=O)O)=O	TWFHIZFWGIYXLI	[-61.349999999999994]	[['140_0', '22_0']]
G2	C(C(C(C(CCO)N)=O)O)=O	CWMKSPUMOZECES	[]	[]
G2	C(CN)(C(CC(CO)=O)O)=O	FQEIXDZDGYVPNN	[-61.349999999999994]	[['144_0', '24_0']]
G2	C(C(CC(C(C=O)O)O)N)=O	VPDIKTZDHYWIDA	[-50.62]	[['146_0', '24_0']]
G2	C(C)(C(C(C(CN)=O)O)O)=O	SQOIZOFSPPKOGH	[-65.74]	[['148_0', '26_0']]
G2	C(C(C(C=O)O)O)(C(C)N)=O	OXDBNSYDHCFGAE	[-57.01]	[['150_0', '26_0']]
G2	C(CC(C(C(CN)=O)O)O)=O	RWAJAMVSHPQTTE	[-59.349999999999994]	[['152_0', '28_0']]
G2	C(CN)(C(C(C(CO)O)O)N)=O	YHSJBTWEGHPLNL	[]	[]
G2	C(C(C(CO)O)O)O	UNXHWFMMPAWVPI	[-211.62]	[['158_0', '44_0', '78_0', '78_0', '26_0', '26_0']]
G2	C(CO)(CC(C(CO)O)O)=O	OXFWZSUJNURRMW	[-58.28]	[['160_0', '14_0']]
G2	C(C(C(CO)O)O)(CCO)=O	MSERTCQRMJDWLM	[-58.28]	[['162_0', '16_0']]
G2	C(C(CO)O)(CC(CO)O)=O	ZFKOVTBOKTVFNN	[-58.28]	[['165_0', '20_0']]
G2	C(C)(C(C(C(CO)O)O)O)=O	IXDZFGATLNCIOI	[-62.67]	[['169_0', '26_0']]
G2	C(CC(C(C(CO)O)O)O)=O	VRYALKFFQXWPIH	[-56.28]	[['171_0', '28_0']]
G2	C(C(C(C(CCO)O)O)O)=O	QITFYRWXWLBOON	[-56.28]	[['173_0', '28_0']]
G2	C(C(C(C(C(CO)O)N)O)O)O	UFVAKBOWVFHGBO	[-28.88]	[['175_0', '30_0']]
G2	C(C(C(CO)O)O)(O)=O	JPIJQSOTBSSVTP	[-211.62]	[['179_0', '44_0', '78_0', '78_0', '26_0', '26_0']]
G2	C1(CC(C(C1(CO)O)O)O)=O	OOMLFVGHKQXLAI	[-132.6]	[['201_0', '20_0']]
G2	C(C1(C(C(CC1O)O)O)O)=O	KTMZJGYSSGDOQI	[-110.85]	[['203_0', '28_0']]
G2	C(CC(C(C(CO)O)N)=O)=O	LNCPBFQXTAGTEN	[-60.81]	[['210_0', '16_0']]
G2	C(C(C(CC(CO)O)=O)N)=O	AEIDOSPMECBBFD	[]	[]
G2	C(CC(C=O)O)(C(CO)N)=O	AHIYIUNMGXQPLE	[-52.62]	[['214_0', '20_0']]
G2	C(C(C(C=O)O)N)(CCO)=O	QWEHPYRKIXUATR	[-25.049999999999997]	[['284_0', '30_0']]
G2	C(C(C(C(C(C)=O)N)O)O)=O	IQUYTNXYQLFGFJ	[]	[]
G2	C(C(C(CC(CO)=O)N)O)=O	CCNHXUOYTNIIJI	[-52.62]	[['286_0', '30_0']]
G2	C(C(C(C(C(C)=O)O)N)O)=O	MEFFHISDEHXYIV	[-57.01]	[['288_0', '30_0']]
G2	C(CC(C(C(C=O)O)N)O)=O	XEBRCGAKPBATGG	[-50.62]	[['290_0', '30_0']]
G2	C1(CC(C(C(CO)O)O1)O)=O	WIKTYYPIOVPRBF	[-67.33]	[['292_0', '32_0']]
G2	C1(COC(C(CO)O)C1O)=O	QMKUJGYJIQIANY	[-53.14]	[['294_0', '32_0']]
G2	C1(C(O)OC(C(CO)O)C1)=O	CTMYXQCRPPOKCU	[-53.14]	[['296_0', '32_0']]
G2	C1(C(C(CO)O)OC(C1)O)=O	GONGZWHRWCYDTA	[-53.14]	[['298_0', '32_0']]
G2	C(C)(C1C(C(C(O1)O)O)O)=O	VTYZWSTWPSLGHX	[-46.85]	[['300_0', '32_0']]
G2	C(CC1C(C(C(O)O1)O)O)=O	FSEGFALCGGGEPO	[-40.46]	[['302_0', '32_0']]
G2	C1(CC(C(C(CO)O1)O)O)=O	DBXNZGWNBVNDSO	[-70.03]	[['304_0', '34_0']]
G2	C1(COC(CO)C(C1O)O)=O	OCLOLUFOLJIQDC	[-55.839999999999996]	[['306_0', '34_0']]
G2	C1(C(O)OC(CO)C(C1)O)=O	UHPMJDGOAZMIID	[-55.839999999999996]	[['308_0', '34_0']]
G2	C1(C(C(CO)OC(C1)O)O)=O	PVKLTCFYNBLGMN	[-55.839999999999996]	[['310_0', '34_0']]
G2	C1(C(C(O)OC(CO)C1)O)=O	IOFQXNNENHCUQL	[-55.839999999999996]	[['312_0', '34_0']]
G2	C1(C(CO)OC(C(C1)O)O)=O	NWAQREDMTHFVFF	[-55.839999999999996]	[['314_0', '34_0']]
G2	C1(CC(C(C(CO1)O)O)O)=O	HOHFQGCXQDHZJL	[-72.89]	[['316_0', '36_0']]
G2	C1(COCC(C(C1O)O)O)=O	DBLLDNNAYQFXMT	[-58.699999999999996]	[['318_0', '36_0']]
G2	C1(C(O)OCC(C(C1)O)O)=O	FDUCWCLOCIPWJT	[-58.699999999999996]	[['320_0', '36_0']]
G2	C1(C(C(COC(C1)O)O)O)=O	PATGLOACTPYBAI	[-58.699999999999996]	[['322_0', '36_0']]
G2	C1(C(C(O)OCC(C1)O)O)=O	KGUNYMYUWFWAAR	[-58.699999999999996]	[['324_0', '36_0']]
G2	C1(C(COC(C(C1)O)O)O)=O	YYOBYHDYKCPMFE	[-58.699999999999996]	[['326_0', '36_0']]
G2	C1(C(C(C(O)OCC1)O)O)=O	KRKZFVZQYDKETD	[-58.699999999999996]	[['328_0', '36_0']]
G2	C1(COC(C(C(C1)O)O)O)=O	QQYKOAFGQUCGEA	[-58.699999999999996]	[['330_0', '36_0']]
G2	C(C(C(CO)O)O)(N)=CC=O	NTSRIUHAOCAOQN	[]	[]
G2	C(C(C(N)=CC(CO)O)O)=O	KGUHXLCVURNHSK	[]	[]
G2	C(C(C(CO)N)O)=O	KXMAOQJMLAAVJY	[-205.96]	[['359_0', '44_0', '78_0', '78_0', '26_0', '26_0']]
G2	C(CO)(C(C(C(CO)O)N)O)=O	ISGLIVNHDPLUFG	[-13.61]	[['361_0', '7_0']]
G2	C(CN)(C(C(C(CO)O)N)O)=O	KTLZNQVCIYBNIW	[-31.95]	[['363_0', '9_0']]
G2	C(C(CC(C(CO)O)N)=O)=O	CFIPTNRUUCHLRU	[-52.62]	[['366_0', '14_0']]
G2	C(CC(C(C(CO)N)O)=O)=O	OGOOLELVTMLOGV	[-65.45]	[['368_0', '16_0']]
G2	C(C(C(CC(CO)N)=O)O)=O	CWKBVHWILPQTCU	[-109.58]	[['370_0', '18_0']]
G2	C(CC(C=O)N)(C(CO)O)=O	NFNWRWYCUZAEON	[-52.62]	[['372_0', '20_0']]
G2	C(CC(C=O)O)(C(CN)O)=O	FDTPCSIZIQTINL	[-59.349999999999994]	[['374_0', '20_0']]
G2	C(C(C(C(CCO)=O)O)N)=O	RBDNNFSBBBQPHT	[]	[]
G2	C(C(C(C=O)O)O)(CCN)=O	YFKHBAKJIYEAQE	[-59.349999999999994]	[['378_0', '22_0']]
G2	C(CC(C(C(C=O)O)O)N)=O	ZROWQRUORDMNAS	[-50.62]	[['383_0', '28_0']]
G2	C1C(C(C(O)O1)O)O	FMAORJIQYMIRHF	[-195.95000000000002]	[['386_0', '44_0', '78_0', '78_0', '26_0', '26_0']]
G2	C(C1C(C(C(CN)(O)O1)O)O)O	BCFSSHCZTMDDSA	[-22.97]	[['390_0', '9_0']]
G2	C(C1(CC(C(CO)O1)O)O)=O	XCOLHFJYVWHMEU	[]	[]
G2	C(CC1(C(C(CO1)O)O)O)=O	OJFNRRYMUBSATR	[]	[]
G2	C(C(C1(CC(CO1)O)O)O)=O	XSOCZPWENAPSDW	[]	[]
G2	C(C1C(CC(CO)(O1)O)O)=O	DNFROWGDJNTHSQ	[]	[]
G2	C(C1C(C(C(C)(O1)O)O)O)=O	DUPMVEXRXRIHES	[-48.03]	[['402_0', '26_0']]
G2	C(C(C1C(CC(O)O1)O)O)=O	DLPYFNDTPUTRMF	[]	[]
G2	C(C(C1C(C(C(O)O1)O)N)O)O	KKEUNLQCVNSTTP	[]	[]
G2	C1C(C(C(C(CN)(O)O1)O)O)O	IXZISFNWUWKBOM	[-25.82]	[['412_0', '9_0']]
G2	C(C1(CC(C(CO1)O)O)O)=O	LBJWYRASHSNTEP	[]	[]
G2	C(C1C(C(CC(O1)O)O)O)=O	MRAMFUAQJIBLST	[]	[]
G2	C(C1C(C(C(C(O)O1)O)N)O)O	BQCCAEOLPYCBAE	[-13.26]	[['422_0', '30_0']]
G2	C1C(C(C(C(C(O)O1)O)N)O)O	PIXGAXWTOCUWQG	[-16.11]	[['430_0', '30_0']]
G3	C1(C(C(C(C1)O)O)O)=O	SLBWSONHNKBIMR	[-240.02999999999997]	[['441_0', '885_0', '1723_0', '77_0', '284_0', '24_0', '30_0']]
G3	C1(C(C(C(CC1O)O)O)O)=O	DDAFIEJZOHGAHJ	[-132.13]	[['444_0', '102_0', '20_0']]
G3	C1(C(C(C(C1)O)(CO)O)O)=O	PMAODVYIDXXALG	[-132.6]	[['446_0', '108_0', '24_0']]
G3	C1(C(CC(CO)(C1O)O)O)=O	ZMGSZYMAJOOYKF	[-132.6]	[['448_0', '108_0', '24_0']]
G3	C1(C(C(C(CO)(C1)O)O)O)=O	UHQNRQMTZAQCBL	[-132.6]	[['450_0', '112_0', '26_0']]
G3	C1(C(C(C(C)(C1O)O)O)O)=O	QCSROUGOTJEQJK	[-146.07]	[['452_0', '112_0', '26_0']]
G3	C1(C(C(CC(C1O)O)O)O)=O	DNWNZFQXCIWUSQ	[-132.13]	[['454_0', '116_0', '28_0']]
G3	C1(C(C(C(CC1N)O)O)O)=O	QNCJVABCUQWVEA	[-141.23]	[['2193_0', '40_0', '24_0']]
G3	C1(C(C(C(C1)O)(CN)O)O)=O	IVFIKRYAKGDUCF	[-150.94]	[['458_0', '144_0', '24_0']]
G3	C1(C(CC(CO)(C1N)O)O)=O	RWTXOXXIKYSSBT	[-114.13999999999999]	[['460_0', '144_0', '24_0']]
G3	C1(C(C(C(CN)(C1)O)O)O)=O	XOHJPJMWGWTVTN	[-150.94]	[['462_0', '148_0', '26_0']]
G3	C1(C(C(C(C)(C1N)O)O)O)=O	HNNHXMONWFMOCV	[-127.60999999999999]	[['464_0', '148_0', '26_0']]
G3	C1(C(C(CC(C1N)O)O)O)=O	WWIBEYKNDORSPC	[-113.66]	[['466_0', '152_0', '28_0']]
G3	C1(C(C(C(C1CO)O)O)N)=O	BJSQKFGBCNITIV	[-110.81]	[['468_0', '284_0', '30_0']]
G3	C1(C(C(C(C(C1)O)O)O)N)=O	WAKARUXQIXQJOH	[]	[]
G3	C1(C(C(C(C(C1)N)O)O)O)=O	FSUGCKMUTGKWIE	[-141.23000000000002]	[['500_0', '286_0', '30_0']]
G3	C1(C(C(C(C(C1)O)O)N)O)=O	CLCXFWFNEQXJJE	[-141.23000000000002]	[['502_0', '288_0', '30_0']]
G3	C(C1C(C(C(C1O)O)N)O)=O	LDPWTVIHCCDZGC	[-116.63000000000001]	[['504_0', '290_0', '30_0']]
G3	C1C(C(C(C(C=1)=O)O)O)O	UDGPTYYVDNKAPG	[-158.58]	[['506_0', '340_0', '24_0']]
G3	C1(C(C(C(C1CO)O)N)O)=O	XVMNUQMYEWNJFV	[-138.38]	[['4378_0', '38_0', '22_0']]
G3	C1(C(C(C(C1CN)O)O)O)=O	OUBOXMCKEXJYDL	[-147.62]	[['510_0', '378_0', '22_0']]
G3	C(C1C(C(C(C1N)O)O)O)=O	GMVRUGGDQSSAAL	[-116.63]	[['512_0', '383_0', '28_0']]
G3	C(CO)(C(C(CO)(CN)O)O)=O	YJJIGISOUUDFAW	[-111.03, -111.03]	[['519_0', '1642_0', '1670_0', '116_0', '152_0', '28_0', '28_0'], ['519_0', '1642_0', '1670_1', '116_0', '152_0', '28_0', '28_0']]
G3	C(CO)(C(C(CO)(CO)O)N)=O	RKOMMPNHRBOXSS	[]	[]
G3	C(CN)(C(C(CO)(CO)O)O)=O	CRISNEGXHCJDRX	[-111.03, -111.03]	[['523_0', '1642_0', '1670_0', '116_0', '152_0', '28_0', '28_0'], ['523_0', '1642_0', '1670_1', '116_0', '152_0', '28_0', '28_0']]
G3	C(C(C)(C(C(CO)=O)O)O)=O	HCDKHGUYCIRFGC	[-136.07999999999998]	[['526_0', '1642_0', '1732_0', '116_0', '255_0', '28_0', '14_0']]
G3	C(C(CC(CO)(CO)O)=O)=O	GBYNVYGBOCCFCK	[]	[]
G3	C(C(C(C(CO)=O)O)O)=O	XIIKTJZKWRJKSI	[-102.83999999999999]	[['544_0', '1642_0', '1723_0', '116_0', '284_0', '28_0', '30_0']]
G3	C(CO)(C(C(CO)(C)O)O)=O	HFVQLJMYXMMRQM	[-145.85]	[['565_0', '1642_0', '77_0', '116_0', '24_0', '28_0']]
G3	C(CO)(CC(CO)(CO)O)=O	SUYWWIOIVQEMNS	[-141.45999999999998]	[['567_0', '1642_0', '77_0', '116_0', '24_0', '28_0']]
G3	C(C)(C(C(CO)(CO)O)O)=O	RBBKOZMUCUHIQM	[-145.85]	[['569_0', '1642_0', '77_0', '116_0', '24_0', '28_0']]
G3	C(CO)(C(C(C)O)O)=O	MRKRITSFTIHTAQ	[-136.09]	[['577_0', '1642_0', '1734_0', '116_0', '255_0', '28_0', '14_0']]
G3	C(CC(CO)(CO)O)=O	RLJYTLNHFAJLAE	[-127.04999999999998]	[['579_0', '1642_0', '1734_0', '116_0', '255_0', '28_0', '14_0']]
G3	C(CO)(C(C(CN)O)O)=O	NSKJHRGIUMZEHF	[-164.18]	[['581_0', '1642_0', '120_0', '116_0', '78_0', '28_0', '26_0']]
G3	C(C(C(CO)(CO)O)N)=O	ZSXYDPAMQLXZSJ	[]	[]
G3	C(CC(C(CO)O)O)=O	ASJSAQIRZKANQN	[-110.81, -776.8599999999999, -995.9499999999999, -237.21999999999997]	[['4900_0', '181_0', '14_0'], ['606_0', '4987_0', '1734_0', '146_0', '255_0', '24_0', '14_0'], ['606_0', '4995_0', '1734_0', '383_0', '255_0', '28_0', '14_0'], ['606_0', '1482_0', '1734_0', '78_0', '1725_0', '255_0', '26_0', '284_0', '14_0', '30_0']]
G3	C(C(C(C(CO)O)O)N)=O	RNZJRDIKDNXKIJ	[]	[]
G3	C(CO)(C(C(CO)(CN)O)N)=O	SIQKLYFCQUAREL	[]	[]
G3	C(CN)(C(C(CO)(CN)O)O)=O	AGNNHWCBEUMHDN	[-129.35999999999999, -129.35999999999999, -129.35999999999999, -129.35999999999999]	[['612_0', '1670_0', '1670_0', '152_0', '152_0', '28_0', '28_0'], ['612_0', '1670_0', '1670_1', '152_0', '152_0', '28_0', '28_0'], ['612_0', '1670_1', '1670_0', '152_0', '152_0', '28_0', '28_0'], ['612_0', '1670_1', '1670_1', '152_0', '152_0', '28_0', '28_0']]
G3	C(CO)(C(C(C(C)=O)O)N)=O	QZRMXSVZXCRGAO	[]	[]
G3	C(C(C)(C(C(CO)=O)N)O)=O	MSKONFCVYLNJPN	[]	[]
G3	C(C(C)(C(C(CN)=O)O)O)=O	FHYSZSPWXQFGGH	[-154.42, -154.42]	[['619_0', '1670_0', '1732_0', '152_0', '255_0', '28_0', '14_0'], ['619_0', '1670_1', '1732_0', '152_0', '255_0', '28_0', '14_0']]
G3	C(C(CC(CO)(CN)O)=O)=O	OMPVMQXVAIVXEY	[]	[]
G3	C(C(C(C(CO)=O)N)O)=O	QWVSJAOISGILAV	[]	[]
G3	C(C(C(C(CN)=O)O)O)=O	YRBZBJHRIGQRSX	[-121.17999999999999, -121.17999999999999]	[['647_0', '1670_0', '1723_0', '152_0', '284_0', '28_0', '30_0'], ['647_0', '1670_1', '1723_0', '152_0', '284_0', '28_0', '30_0']]
G3	C(CO)(C(CO)N)=O	MTPLMYSUTMBRKU	[-207.96, -207.96, -207.96]	[['2009_0', '359_0', '44_0', '78_0', '78_0', '26_0', '26_0'], ['2218_0', '87_0', '44_0', '78_0', '78_0', '26_0', '26_0'], ['2218_1', '87_0', '44_0', '78_0', '78_0', '26_0', '26_0']]
G3	C(C(C(C(C(CO)=O)N)O)O)=O	KNOUFBKOXYAYMR	[]	[]
G3	C(C(C(C(C(CN)=O)O)O)O)=O	MUKWJBJGFIVKQV	[]	[]
G3	C(CO)(C(C(CO)(C)O)N)=O	TXOGIXKACKDTHB	[]	[]
G3	C(CN)(C(C(CO)(C)O)O)=O	BLKWVMZNQNLKQR	[-164.17999999999998, -164.17999999999998]	[['682_0', '1670_0', '77_0', '152_0', '24_0', '28_0'], ['682_0', '1670_1', '77_0', '152_0', '24_0', '28_0']]
G3	C(CO)(CC(CO)(CN)O)=O	WQWXZYUDASUZDR	[-159.79, -159.79]	[['684_0', '1670_0', '77_0', '152_0', '24_0', '28_0'], ['684_0', '1670_1', '77_0', '152_0', '24_0', '28_0']]
G3	C(C)(C(C(CO)(CN)O)O)=O	VFWDSQGCHJHDQE	[-164.17999999999998, -164.17999999999998]	[['686_0', '1670_0', '77_0', '152_0', '24_0', '28_0'], ['686_0', '1670_1', '77_0', '152_0', '24_0', '28_0']]
G3	C(CO)(C(C(C)O)N)=O	CXFDMCGOFSDJFK	[-147.7, -147.7]	[['698_0', '1670_0', '1734_0', '152_0', '255_0', '28_0', '14_0'], ['698_0', '1670_1', '1734_0', '152_0', '255_0', '28_0', '14_0']]
G3	C(CN)(C(C(C)O)O)=O	PPFTYFJBDQDNLS	[-154.42, -154.42]	[['700_0', '1670_0', '1734_0', '152_0', '255_0', '28_0', '14_0'], ['700_0', '1670_1', '1734_0', '152_0', '255_0', '28_0', '14_0']]
G3	C(CC(CO)(CN)O)=O	BCDIGRSIKYETOL	[-145.39, -145.39]	[['702_0', '1670_0', '1734_0', '152_0', '255_0', '28_0', '14_0'], ['702_0', '1670_1', '1734_0', '152_0', '255_0', '28_0', '14_0']]
G3	C(CO)(C(C(CN)O)N)=O	UBYNXIGHTJSTMH	[]	[]
G3	C(CN)(C(C(CN)O)O)=O	VZZJVRSIHGEVPT	[-182.52, -182.52]	[['706_0', '1670_0', '120_0', '152_0', '78_0', '28_0', '26_0'], ['706_0', '1670_1', '120_0', '152_0', '78_0', '28_0', '26_0']]
G3	C(C(C(CN)(CO)O)N)=O	ASMJPAWXLLYEGB	[]	[]
G3	C(C(CC(C)(C(CO)O)O)=O)=O	BPDJZQNMULGAOC	[]	[]
G3	C(CC(C(C)=O)O)(C(CO)O)=O	PWSOHNXEIARPMG	[-349.8599999999999, -246.51]	[['737_0', '1732_0', '3608_0', '255_0', '158_0', '14_0', '44_0', '78_0', '78_0', '26_0', '26_0'], ['737_0', '1732_0', '939_0', '255_0', '1725_0', '77_0', '14_0', '284_0', '24_0', '30_0']]
G3	C(C(C)(CC(C(CO)O)=O)O)=O	GUIKSEWQILZROY	[]	[]
G3	C(C(CC(CO)(CCO)O)=O)=O	LWYMQNJMGMCCFO	[]	[]
G3	C(C(C(C(CCO)=O)O)O)(C)=O	CQANLFJYHMBDIH	[-342.35999999999996, -342.35999999999996, -349.8599999999999, -349.8599999999999, -349.8599999999999, -246.51]	[['1150_0', '219_0', '77_0', '44_0', '24_0', '78_0', '78_0', '26_0', '26_0'], ['1150_1', '219_0', '77_0', '44_0', '24_0', '78_0', '78_0', '26_0', '26_0'], ['752_0', '1732_0', '2444_0', '255_0', '220_0', '14_0', '44_0', '78_0', '78_0', '26_0', '26_0'], ['752_0', '1732_0', '2450_0', '255_0', '219_0', '14_0', '44_0', '78_0', '78_0', '26_0', '26_0'], ['752_0', '1732_0', '3609_0', '255_0', '158_0', '14_0', '44_0', '78_0', '78_0', '26_0', '26_0'], ['752_0', '1732_0', '938_0', '255_0', '1725_0', '77_0', '14_0', '284_0', '24_0', '30_0']]
G3	C(C(C)(C(C(CCO)=O)O)O)=O	JTSJCBSBAPKSHV	[-345.2199999999999, -345.2199999999999, -345.2199999999999, -241.87]	[['754_0', '1732_0', '2444_0', '255_0', '220_0', '14_0', '44_0', '78_0', '78_0', '26_0', '26_0'], ['754_0', '1732_0', '2450_0', '255_0', '219_0', '14_0', '44_0', '78_0', '78_0', '26_0', '26_0'], ['754_0', '1732_0', '3609_0', '255_0', '158_0', '14_0', '44_0', '78_0', '78_0', '26_0', '26_0'], ['754_0', '1732_0', '938_0', '255_0', '1725_0', '77_0', '14_0', '284_0', '24_0', '30_0']]
G3	C(CO)(C(CO)C(C(C)=O)O)=O	KNGCZEMXKNYSEB	[-343.13999999999993, -343.13999999999993, -343.13999999999993, -239.79000000000002]	[['756_0', '1732_0', '2444_0', '255_0', '220_0', '14_0', '44_0', '78_0', '78_0', '26_0', '26_0'], ['756_0', '1732_0', '2450_0', '255_0', '219_0', '14_0', '44_0', '78_0', '78_0', '26_0', '26_0'], ['756_0', '1732_0', '3609_0', '255_0', '158_0', '14_0', '44_0', '78_0', '78_0', '26_0', '26_0'], ['756_0', '1732_0', '938_0', '255_0', '1725_0', '77_0', '14_0', '284_0', '24_0', '30_0']]
G3	C(C(C)(C(C(CO)=O)CO)O)=O	VPYMORJLJXJQFS	[]	[]
G3	C(C(C(CO)=O)C(CO)(C)O)=O	LMMRWYGKCKPPMA	[]	[]
G3	C(CC(C(C(CO)(C)O)O)=O)=O	JSXSXEUMAGNLEY	[-350.5499999999999]	[['822_0', '220_0', '77_0', '44_0', '24_0', '78_0', '78_0', '26_0', '26_0']]
G3	C(CO)(CC(CC(CO)=O)O)=O	BXIDKVOKEHHOPM	[]	[]
G3	C(CC(CO)(CC(CO)=O)O)=O	RUNLLBDJYYNYBM	[]	[]
G3	C(C)(C(C(CC(CO)=O)O)O)=O	OYBUHTPOGNLJMY	[-342.35999999999996]	[['828_0', '220_0', '77_0', '44_0', '24_0', '78_0', '78_0', '26_0', '26_0']]
G3	C(CC(CO)(C(C(C)=O)O)O)=O	PZLXLRJPTYMEMW	[]	[]
G3	C(C(C(CO)=O)C(CN)O)=O	DCWPTWSYZMWKIL	[]	[]
G3	C(CC(C(C(CN)O)O)=O)=O	VMCCARNNUOIRPT	[-368.8799999999999]	[['842_0', '220_0', '120_0', '44_0', '78_0', '78_0', '78_0', '26_0', '26_0', '26_0']]
G3	C(C(C(CC(CO)=O)O)N)=O	VNBYXOQOCGWZFJ	[-52.62]	[['2240_0', '108_0', '24_0']]
G3	C(CC(CO)(C(C=O)N)O)=O	WKIWQZKYQRMNFP	[]	[]
G3	C(C(C(CC(CO)(C)O)=O)O)=O	ZRMBXIKASCPRFG	[-186.94]	[['854_0', '78_0', '77_0', '26_0', '24_0']]
G3	C(C(C(C)(CC(CO)=O)O)O)=O	GWUZMTCEZFZAML	[]	[]
G3	C(C)(C(C(C(C(C)=O)O)O)O)=O	RMFHJNQCSIVIEA	[]	[]
G3	C(C(C(C)(C(C(C)=O)O)O)O)=O	MUNUQZQBUPPELK	[]	[]
G3	C(C(C(CC(CN)O)=O)O)=O	ZMEILYOCLSHQDN	[-205.28]	[['869_0', '78_0', '120_0', '26_0', '78_0', '26_0']]
G3	C(C(C(C(C(C)=O)O)O)N)=O	URYGCMBOMHUVKQ	[]	[]
G3	C(C(C(C)(C(C=O)O)O)N)=O	RFTGWPCIEOLYOI	[]	[]
